gene	gene_name	gene_type	chr	start	end	strand	length	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12
ENSG00000108823.11	SGCA	protein_coding	chr17	48241575	48253292	+	2452	16	13	37	10	6	6	54	30	62	27	14	11
ENSG00000108826.11	MRPL27	protein_coding	chr17	48445218	48450575	-	3027	791	1229	774	1168	474	876	460	1109	489	1112	499	818
ENSG00000108828.11	VAT1	protein_coding	chr17	41166622	41177140	-	3501	2420	809	2263	781	3642	2486	2517	692	2479	610	3568	2425
ENSG00000108829.9	LRRC59	protein_coding	chr17	48452420	48474914	-	4570	2391	3663	2264	3297	1253	3231	1375	4269	1418	4090	2042	3806
ENSG00000108830.7	RND2	protein_coding	chr17	41177258	41184057	+	4360	28	6	16	5	8	5	20	2	12	1	17	0
ENSG00000108839.7	ALOX12	protein_coding	chr17	6899384	6914055	+	2616	114	38	111	57	72	78	195	90	190	83	115	73
ENSG00000108840.11	HDAC5	protein_coding	chr17	42154114	42201070	-	7618	3314	670	3242	667	4038	2603	4405	792	4358	766	4670	2473
ENSG00000108846.11	ABCC3	protein_coding	chr17	48712138	48769613	+	9614	195	93	166	60	55	38	37	21	45	24	6	5
ENSG00000108848.11	LUC7L3	protein_coding	chr17	48796905	48833574	+	8151	16542	12720	17149	11788	10304	9028	17008	13138	19056	13085	13906	10519
ENSG00000108852.10	MPP2	protein_coding	chr17	41952725	41987068	-	5875	17	12	10	14	15	11	3	1	3	2	3	0
ENSG00000108854.11	SMURF2	protein_coding	chr17	62538413	62658186	-	6961	1140	724	1143	674	1153	1040	1287	746	1381	702	1483	1078
ENSG00000108861.4	DUSP3	protein_coding	chr17	41843489	41856356	-	5012	858	4133	865	4712	990	3720	1067	9128	1240	9127	1755	5041
ENSG00000108878.3	CACNG1	protein_coding	chr17	65040706	65052909	+	1262	0	0	0	2	1	2	1	1	2	0	0	3
ENSG00000108883.8	EFTUD2	protein_coding	chr17	42927311	42977030	-	10375	4321	7076	4258	6615	2965	6246	3054	8629	3234	8652	3640	6651
ENSG00000108924.9	HLF	protein_coding	chr17	53342373	53402426	+	6602	18	19	18	16	36	21	0	5	3	8	2	4
ENSG00000108932.7	SLC16A6	protein_coding	chr17	66263167	66287408	-	4056	195	333	181	322	161	247	114	330	114	388	151	225
ENSG00000108946.10	PRKAR1A	protein_coding	chr17	66507921	66547460	+	6798	7318	4957	7398	5007	7451	7461	8893	6573	9202	6727	9447	8664
ENSG00000108947.4	EFNB3	protein_coding	chr17	7608520	7614696	+	3222	1	0	1	0	0	1	3	0	1	1	0	1
ENSG00000108950.7	FAM20A	protein_coding	chr17	66531254	66597530	-	6203	43	33	44	33	29	10	50	18	74	21	47	7
ENSG00000108953.12	YWHAE	protein_coding	chr17	1247566	1303672	-	3847	5639	9641	5507	8885	2866	7257	3048	9792	3233	9859	3703	7991
ENSG00000108960.3	MMD	protein_coding	chr17	53469974	53499353	-	3177	765	534	786	449	420	439	575	509	641	479	504	439
ENSG00000108961.9	RANGRF	protein_coding	chr17	8191815	8193410	+	1577	321	286	271	260	165	258	193	213	215	209	204	258
ENSG00000108963.13	DPH1	protein_coding	chr17	1933404	1946724	+	5757	1028	994	1076	965	933	1146	894	1166	1078	1227	844	1018
ENSG00000108984.9	MAP2K6	protein_coding	chr17	67410839	67539472	+	6125	86	28	115	16	96	29	168	20	186	18	74	8
ENSG00000109016.13	DHRS7B	protein_coding	chr17	21026677	21096578	+	5544	302	350	252	306	188	348	143	328	147	285	162	316
ENSG00000109046.10	WSB1	protein_coding	chr17	25621102	25640657	+	6307	7579	10470	7721	10668	7033	7509	7269	12130	8113	13859	7359	9451
ENSG00000109047.7	RCVRN	protein_coding	chr17	9799637	9808938	-	2921	5	6	8	0	2	3	2	3	4	1	4	2
ENSG00000109062.5	SLC9A3R1	protein_coding	chr17	72744791	72765492	+	2315	1655	855	1528	903	1588	1343	1426	611	1394	589	1170	883
ENSG00000109063.10	MYH3	protein_coding	chr17	10531843	10560626	-	6686	790	1046	628	1017	440	656	463	883	552	1039	530	607
ENSG00000109065.7	NAT9	protein_coding	chr17	72766686	72772506	-	4049	1475	2437	1446	2445	979	2097	1074	3070	1209	3249	1349	2241
ENSG00000109066.9	TMEM104	protein_coding	chr17	72772622	72835918	+	4983	551	542	532	573	346	628	358	518	348	529	351	465
ENSG00000109072.9	VTN	protein_coding	chr17	26691290	26700110	-	3092	9	19	12	24	11	15	11	17	10	22	11	14
ENSG00000109079.5	TNFAIP1	protein_coding	chr17	26662628	26674035	+	3889	770	802	717	824	734	1035	779	1047	786	1083	988	1009
ENSG00000109083.9	IFT20	protein_coding	chr17	26655352	26662515	-	3226	560	338	650	358	509	463	581	399	613	396	627	452
ENSG00000109084.9	TMEM97	protein_coding	chr17	26646121	26655707	+	3030	641	996	657	859	215	732	303	996	345	979	253	701
ENSG00000109089.7	CDR2L	protein_coding	chr17	72983727	73001895	+	3536	6	5	9	5	6	4	2	5	1	3	9	17
ENSG00000109099.9	PMP22	protein_coding	chr17	15133095	15168643	-	2920	6	9	14	5	14	3	9	2	6	4	3	1
ENSG00000109103.7	UNC119	protein_coding	chr17	26873725	26879686	-	5128	2434	1939	2344	2079	1431	2637	2524	2570	2776	2503	1943	2451
ENSG00000109107.9	ALDOC	protein_coding	chr17	26900133	26904282	-	2928	629	584	889	696	908	857	1739	674	1829	581	963	783
ENSG00000109111.10	SUPT6H	protein_coding	chr17	26989109	27029697	+	10615	6110	6523	6108	6243	5173	7238	5434	6871	5685	6846	6067	7401
ENSG00000109113.13	RAB34	protein_coding	chr17	27041299	27045447	-	3328	464	356	439	320	348	369	507	437	479	445	850	686
ENSG00000109118.9	PHF12	protein_coding	chr17	27232268	27278789	-	12227	4193	2301	3988	2450	3824	3027	4106	2667	4367	2466	4600	2772
ENSG00000109133.8	TMEM33	protein_coding	chr4	41937137	41962589	+	8240	1465	2426	1370	2362	970	2070	1200	3190	1321	3428	1389	2583
ENSG00000109163.6	GNRHR	protein_coding	chr4	68605046	68620078	-	2164	22	8	18	10	10	7	14	5	12	11	10	13
ENSG00000109171.10	SLAIN2	protein_coding	chr4	48343339	48428229	+	6524	1550	1541	1536	1573	1933	2365	1739	2228	1812	2054	2291	2599
ENSG00000109180.10	OCIAD1	protein_coding	chr4	48807229	48863834	+	4714	3544	3580	3540	3433	2729	3529	3199	4043	3390	4102	3165	3566
ENSG00000109184.10	DCUN1D4	protein_coding	chr4	52709166	52783003	+	7625	1178	1440	1242	1350	960	1262	1413	2263	1649	2508	1301	1595
ENSG00000109189.8	USP46	protein_coding	chr4	53457138	53525502	-	8917	458	775	417	753	279	561	330	882	343	896	449	651
ENSG00000109220.6	CHIC2	protein_coding	chr4	54875956	54930857	-	1318	302	237	316	222	320	311	271	307	346	284	370	387
ENSG00000109265.8	KIAA1211	protein_coding	chr4	57036361	57194791	+	5939	9	44	8	46	11	34	5	41	8	40	5	21
ENSG00000109270.8	LAMTOR3	protein_coding	chr4	100799493	100815647	-	4226	982	1345	981	1246	866	1469	783	1801	896	1864	977	1690
ENSG00000109320.7	NFKB1	protein_coding	chr4	103422486	103538459	+	6257	7422	22440	7308	24502	3910	36728	5960	61330	6591	61485	9359	57991
ENSG00000109321.6	AREG	protein_coding	chr4	75310851	75320726	+	1648	2	2	0	10	3	11	1	26	0	14	5	4
ENSG00000109323.4	MANBA	protein_coding	chr4	103552660	103682151	-	8422	2738	849	2526	873	2150	1318	2931	717	3236	691	2806	1566
ENSG00000109332.15	UBE2D3	protein_coding	chr4	103715540	103790053	-	10069	8489	14591	8244	14220	7601	13738	7056	19138	7670	19030	9475	15253
ENSG00000109339.14	MAPK10	protein_coding	chr4	86936276	87515284	-	9816	2	4	4	1	0	1	10	10	7	7	2	6
ENSG00000109381.15	ELF2	protein_coding	chr4	139949266	140098372	-	8560	1504	788	1491	719	1064	893	2047	689	1974	709	1616	1049
ENSG00000109390.7	NDUFC1	protein_coding	chr4	140188034	140223705	-	1941	709	623	747	586	547	630	472	402	455	434	496	498
ENSG00000109436.7	TBC1D9	protein_coding	chr4	141541919	141677274	-	5603	4937	357	5063	416	5046	1157	9716	547	10054	706	9456	1551
ENSG00000109445.6	ZNF330	protein_coding	chr4	142142041	142155851	+	2536	1369	2059	1407	1856	1085	1791	1072	2416	1238	2498	1144	1843
ENSG00000109452.8	INPP4B	protein_coding	chr4	142944313	143768585	-	14153	110	263	113	256	307	289	49	73	55	71	34	12
ENSG00000109458.4	GAB1	protein_coding	chr4	144257915	144395721	+	10119	631	126	616	126	218	119	850	252	946	214	579	214
ENSG00000109466.9	KLHL2	protein_coding	chr4	166128770	166244308	+	3872	797	639	831	568	1667	970	963	562	979	572	2667	1135
ENSG00000109471.4	IL2	protein_coding	chr4	123372625	123377880	-	1119	4	15	1	5	1	3	0	1	0	1	0	0
ENSG00000109472.9	CPE	protein_coding	chr4	166282346	166419472	+	2958	2	1	1	0	5	2	2	1	0	0	3	0
ENSG00000109475.12	RPL34	protein_coding	chr4	109541722	109551568	+	3393	15288	14789	14454	13628	11261	11478	12483	12573	12528	12518	10838	9964
ENSG00000109501.9	WFS1	protein_coding	chr4	6271576	6304992	+	4513	217	145	213	156	289	297	187	124	244	135	380	300
ENSG00000109519.8	GRPEL1	protein_coding	chr4	7060633	7069924	-	4177	1078	3098	1033	2930	651	2043	871	4370	904	4686	1085	2498
ENSG00000109534.12	GAR1	protein_coding	chr4	110736666	110745893	+	2043	793	2398	719	2335	369	1527	399	3211	450	3309	571	1880
ENSG00000109536.7	FRG1	protein_coding	chr4	190861943	190884359	+	1707	840	929	836	788	676	924	636	823	687	769	815	888
ENSG00000109572.9	CLCN3	protein_coding	chr4	170533784	170644824	+	8105	1467	1354	1624	1373	2110	2098	1774	1673	1701	1709	2050	2096
ENSG00000109576.9	AADAT	protein_coding	chr4	170981373	171012850	-	2981	6	3	6	4	1	0	1	1	0	1	0	1
ENSG00000109586.7	GALNT7	protein_coding	chr4	174089904	174245118	+	6865	966	731	992	674	783	945	911	850	962	868	1213	1230
ENSG00000109606.8	DHX15	protein_coding	chr4	24519064	24586173	-	8162	6300	10016	6598	9550	4369	8143	6387	14245	6948	14295	6516	10630
ENSG00000109618.7	SEPSECS	protein_coding	chr4	25121627	25162204	-	6381	879	627	901	531	680	589	887	600	1056	651	841	535
ENSG00000109654.10	TRIM2	protein_coding	chr4	154073494	154260472	+	9333	135	36	131	27	64	27	201	50	223	68	146	41
ENSG00000109667.7	SLC2A9	protein_coding	chr4	9772777	10056560	-	6614	40	49	34	47	45	50	14	63	19	45	27	22
ENSG00000109670.9	FBXW7	protein_coding	chr4	153242410	153457253	-	10288	1507	1888	1488	1717	1101	1435	1473	2451	1653	2404	1782	1796
ENSG00000109674.3	NEIL3	protein_coding	chr4	178230990	178284097	+	2959	46	24	54	17	5	2	13	10	17	12	1	2
ENSG00000109680.6	TBC1D19	protein_coding	chr4	26578059	26756973	+	3434	85	78	87	63	116	100	87	46	126	67	93	118
ENSG00000109684.10	CLNK	protein_coding	chr4	10488019	10686489	-	6201	88	23	112	18	28	10	99	9	118	7	29	9
ENSG00000109685.13	WHSC1	protein_coding	chr4	1873151	1983934	+	19776	3336	3049	3281	2535	2108	2240	2706	2294	2960	2099	2931	2251
ENSG00000109686.12	SH3D19	protein_coding	chr4	152023903	152246784	-	7789	9	31	5	30	6	15	13	18	8	13	5	13
ENSG00000109689.10	STIM2	protein_coding	chr4	26859300	27027003	+	6909	2702	1279	2777	1168	1820	1059	2909	1649	3219	1765	2113	724
ENSG00000109736.10	MFSD10	protein_coding	chr4	2932288	2936586	-	3159	3642	4015	3449	4302	2673	3728	2687	2576	2853	2766	2348	2463
ENSG00000109743.6	BST1	protein_coding	chr4	15704573	15739936	+	2980	18	9	17	6	13	9	10	5	11	10	5	2
ENSG00000109756.4	RAPGEF2	protein_coding	chr4	160025330	160281321	+	12005	916	669	953	588	1439	1138	1324	671	1321	565	2730	1738
ENSG00000109758.4	HGFAC	protein_coding	chr4	3443614	3451211	+	2836	1	1	1	2	7	4	1	0	1	0	3	0
ENSG00000109762.11	SNX25	protein_coding	chr4	186125391	186291339	+	4567	1393	727	1434	685	1114	1012	1606	973	1637	910	1735	1593
ENSG00000109771.11	LRP2BP	protein_coding	chr4	186285032	186317053	-	7361	280	114	243	103	146	110	190	96	234	111	201	159
ENSG00000109775.6	UFSP2	protein_coding	chr4	186320694	186347139	-	2781	437	256	443	251	548	610	498	283	550	243	573	571
ENSG00000109787.8	KLF3	protein_coding	chr4	38665817	38702663	+	6297	2203	538	2088	560	1730	1340	3666	575	3661	614	2397	1251
ENSG00000109790.12	KLHL5	protein_coding	chr4	39046659	39128477	+	5144	1223	566	1255	615	754	970	2118	968	2148	873	1799	1304
ENSG00000109794.9	FAM149A	protein_coding	chr4	187025573	187093821	+	5218	5	10	5	1	16	6	1	0	2	2	1	3
ENSG00000109805.5	NCAPG	protein_coding	chr4	17812525	17846485	+	4921	550	475	522	276	20	37	157	161	178	161	25	22
ENSG00000109814.7	UGDH	protein_coding	chr4	39500375	39529931	-	4045	1195	824	1135	745	1279	1505	801	630	861	587	1738	1677
ENSG00000109832.8	DDX25	protein_coding	chr11	125773271	125793158	+	3666	4	1	2	5	3	1	5	11	2	19	5	4
ENSG00000109854.9	HTATIP2	protein_coding	chr11	20385231	20405329	+	2797	1204	1193	1144	1093	1400	1623	825	1112	880	1197	1244	1303
ENSG00000109861.11	CTSC	protein_coding	chr11	88026760	88070955	-	11421	1248	1589	1361	1528	1029	1455	705	1350	722	1394	537	896
ENSG00000109881.12	CCDC34	protein_coding	chr11	27352374	27385415	-	3733	302	196	247	152	130	110	126	89	156	68	103	112
ENSG00000109906.9	ZBTB16	protein_coding	chr11	113930315	114121398	+	6372	44	15	38	9	46	34	155	2	177	1	44	8
ENSG00000109911.13	ELP4	protein_coding	chr11	31531297	31805546	+	2219	361	381	336	325	313	359	308	313	328	323	355	340
ENSG00000109917.6	ZNF259	protein_coding	chr11	116648436	116658766	-	3148	1771	3671	1769	3615	1324	3545	1530	5710	1607	5686	1987	4196
ENSG00000109919.5	MTCH2	protein_coding	chr11	47638867	47664175	-	2897	1921	2683	1920	2314	1348	2519	1026	2462	1094	2545	1335	2380
ENSG00000109920.8	FNBP4	protein_coding	chr11	47738072	47788995	-	7593	10388	10752	9909	9964	6454	7696	10615	11583	11333	11752	10741	9217
ENSG00000109927.5	TECTA	protein_coding	chr11	120971882	121062202	+	7696	31	32	31	38	35	41	24	57	47	39	39	22
ENSG00000109929.5	SC5D	protein_coding	chr11	121163162	121179403	+	5566	772	604	838	608	715	952	766	680	819	586	971	1085
ENSG00000109943.4	CRTAM	protein_coding	chr11	122709208	122743347	+	2675	85	82	94	68	137	135	17	15	13	17	4	0
ENSG00000109944.6	C11orf63	protein_coding	chr11	122753391	122830506	+	4525	135	56	192	54	172	127	135	38	100	19	155	101
ENSG00000109956.8	B3GAT1	protein_coding	chr11	134248398	134281812	-	11425	11	9	3	8	12	12	7	10	2	12	4	4
ENSG00000109971.9	HSPA8	protein_coding	chr11	122928197	122933938	-	4849	45026	105018	44296	92662	24596	79301	26321	102552	27886	106490	34562	87055
ENSG00000110002.11	VWA5A	protein_coding	chr11	123986069	124018428	+	6403	316	145	333	150	596	613	260	49	285	46	384	145
ENSG00000110011.9	DNAJC4	protein_coding	chr11	63997750	64001758	+	2807	1599	666	1559	633	1024	667	1461	294	1480	293	1062	507
ENSG00000110013.8	SIAE	protein_coding	chr11	124503009	124565603	-	7911	330	267	313	249	305	278	189	116	209	115	241	134
ENSG00000110025.8	SNX15	protein_coding	chr11	64794880	64808044	+	4915	175	83	204	76	152	93	150	50	170	47	160	95
ENSG00000110031.8	LPXN	protein_coding	chr11	58294344	58345693	-	2467	6845	4866	6303	3981	14988	19746	4345	4359	4561	3702	12098	20449
ENSG00000110042.3	DTX4	protein_coding	chr11	58938903	58976060	+	6072	2012	914	2112	855	1427	1899	3126	504	3323	552	2513	2053
ENSG00000110046.8	ATG2A	protein_coding	chr11	64662007	64684722	-	7883	1494	769	1365	827	1603	1638	1477	878	1412	781	1582	1229
ENSG00000110047.13	EHD1	protein_coding	chr11	64619114	64655768	-	7088	6700	13177	6832	15045	5629	14997	7104	29726	7302	31711	6973	12824
ENSG00000110048.7	OSBP	protein_coding	chr11	59341871	59383617	-	5492	2357	2517	2376	2357	2438	3247	2604	3916	2587	3694	3680	4302
ENSG00000110057.3	UNC93B1	protein_coding	chr11	67758575	67772452	-	3438	2049	1689	2068	1905	769	777	2406	2980	2399	3040	1327	1038
ENSG00000110060.4	PUS3	protein_coding	chr11	125763381	125773116	-	2009	484	798	453	819	327	745	386	872	406	979	436	894
ENSG00000110063.4	DCPS	protein_coding	chr11	126173647	126215644	+	3352	626	821	581	774	572	827	511	683	482	725	576	642
ENSG00000110066.10	SUV420H1	protein_coding	chr11	67922330	67981295	-	8632	2275	1573	2141	1535	2338	2334	2333	1790	2419	1679	2778	2173
ENSG00000110074.6	FOXRED1	protein_coding	chr11	126138950	126148026	+	5657	1285	1113	1244	1050	749	919	634	720	724	793	722	689
ENSG00000110075.10	PPP6R3	protein_coding	chr11	68228186	68382802	+	8333	4236	4854	4121	4579	3357	4654	3986	5895	4397	5991	4318	5208
ENSG00000110076.14	NRXN2	protein_coding	chr11	64373646	64490660	-	10580	15	9	14	12	8	6	4	14	6	7	8	9
ENSG00000110077.10	MS4A6A	protein_coding	chr11	59939081	59952139	-	6197	28	5	19	8	2	0	15	1	4	3	0	0
ENSG00000110079.12	MS4A4A	protein_coding	chr11	60048014	60076445	+	2508	20	3	13	2	10	8	6	5	5	2	5	8
ENSG00000110080.14	ST3GAL4	protein_coding	chr11	126225535	126310239	+	4462	61	66	71	46	54	61	15	38	23	46	35	49
ENSG00000110090.8	CPT1A	protein_coding	chr11	68522088	68611878	-	6565	2310	1044	2335	908	2197	1723	1302	747	1303	703	2179	1617
ENSG00000110092.3	CCND1	protein_coding	chr11	69455855	69469242	+	4830	276	995	241	1054	95	1172	173	898	176	971	255	729
ENSG00000110104.7	CCDC86	protein_coding	chr11	60609544	60618554	+	2044	752	1943	626	2100	224	1789	361	3322	379	3233	462	1964
ENSG00000110107.4	PRPF19	protein_coding	chr11	60658202	60674060	-	2739	4804	9437	4599	9422	3473	8587	3492	13530	3696	13755	4089	8887
ENSG00000110108.5	TMEM109	protein_coding	chr11	60681346	60690915	+	2421	3600	2746	3454	2700	3245	2797	3267	3213	3288	3138	3845	3221
ENSG00000110169.6	HPX	protein_coding	chr11	6452279	6463847	-	3631	11	12	11	15	34	23	11	13	9	12	22	14
ENSG00000110171.14	TRIM3	protein_coding	chr11	6469843	6495689	-	6710	386	271	392	235	650	480	340	210	376	178	720	468
ENSG00000110172.7	CHORDC1	protein_coding	chr11	89934328	89956532	-	10655	2181	3600	2297	3266	1501	3119	2044	4179	2197	4261	2816	5016
ENSG00000110200.4	ANAPC15	protein_coding	chr11	71817424	71823826	-	2883	205	176	211	185	198	226	127	141	124	161	131	140
ENSG00000110203.4	FOLR3	protein_coding	chr11	71825915	71850936	+	1394	1	2	2	1	1	2	1	0	1	1	0	0
ENSG00000110218.4	PANX1	protein_coding	chr11	93862094	93915138	+	2769	337	564	342	551	278	548	430	743	488	759	568	904
ENSG00000110237.3	ARHGEF17	protein_coding	chr11	73019334	73080136	+	9539	12	4	9	5	14	3	1	2	5	2	4	1
ENSG00000110274.10	CEP164	protein_coding	chr11	117185273	117283984	+	11851	2008	1801	1894	1784	1424	1869	1332	1357	1462	1219	1498	1376
ENSG00000110315.2	RNF141	protein_coding	chr11	10533225	10562777	-	7820	2063	779	2087	711	1403	1140	2058	658	2226	750	1628	923
ENSG00000110318.9	KIAA1377	protein_coding	chr11	101785746	101871789	+	8191	467	73	475	68	461	105	601	49	712	41	778	97
ENSG00000110321.11	EIF4G2	protein_coding	chr11	10818597	10830657	-	8655	29232	38649	28562	36403	24966	41061	29228	49429	30188	48509	33667	47832
ENSG00000110324.5	IL10RA	protein_coding	chr11	117857063	117872196	+	6546	8557	2278	8637	2342	8530	4200	11022	2049	11486	1804	10436	3599
ENSG00000110328.5	GALNT18	protein_coding	chr11	11292423	11643552	-	3627	4	13	3	17	11	6	2	6	0	6	0	1
ENSG00000110330.4	BIRC2	protein_coding	chr11	102217942	102249401	+	4517	2231	4683	2163	4452	2012	3124	2057	5945	2209	5987	2554	3694
ENSG00000110344.5	UBE4A	protein_coding	chr11	118230300	118269926	+	6576	2573	1928	3004	1915	2045	2353	3110	2507	3496	2474	2882	2582
ENSG00000110367.7	DDX6	protein_coding	chr11	118620034	118661858	-	9885	5384	6911	6211	7012	6215	9296	8641	13197	9085	13762	9276	13029
ENSG00000110375.2	UPK2	protein_coding	chr11	118795873	118829269	+	1106	5	3	6	4	8	5	0	1	8	2	2	0
ENSG00000110395.4	CBL	protein_coding	chr11	119076752	119178859	+	11465	3125	1682	3356	1570	3146	2727	4914	1843	4996	1607	4530	2941
ENSG00000110400.6	PVRL1	protein_coding	chr11	119494120	119599794	-	7701	240	912	275	1227	168	1320	242	1917	292	1975	386	1187
ENSG00000110422.7	HIPK3	protein_coding	chr11	33278218	33378569	+	7958	3301	3286	3289	3513	3749	4382	4807	4955	5080	5090	5263	5512
ENSG00000110427.10	KIAA1549L	protein_coding	chr11	33563618	33695648	+	12318	2	8	4	4	2	0	0	3	1	4	1	3
ENSG00000110429.9	FBXO3	protein_coding	chr11	33762485	33796089	-	12446	1645	807	1635	711	1667	1296	1789	812	1932	798	1885	1253
ENSG00000110435.7	PDHX	protein_coding	chr11	34937376	35042138	+	3760	531	660	561	610	380	560	494	806	568	867	554	820
ENSG00000110436.7	SLC1A2	protein_coding	chr11	35272753	35441610	-	12331	15	24	9	21	2	2	3	3	5	3	0	1
ENSG00000110442.7	COMMD9	protein_coding	chr11	36295051	36310999	-	2839	1041	577	930	565	724	742	688	644	736	580	737	715
ENSG00000110446.5	SLC15A3	protein_coding	chr11	60704556	60720002	-	6118	1702	943	1703	907	805	759	1786	1105	1881	1101	1207	1021
ENSG00000110448.6	CD5	protein_coding	chr11	60869867	60895324	+	3221	1308	397	1333	442	3590	2099	803	84	892	90	345	89
ENSG00000110455.9	ACCS	protein_coding	chr11	44087475	44105772	+	5826	1055	256	1207	280	415	194	2206	447	2528	518	1283	448
ENSG00000110492.11	MDK	protein_coding	chr11	46402306	46405375	+	2170	47	33	48	31	104	85	43	30	27	20	108	62
ENSG00000110497.10	AMBRA1	protein_coding	chr11	46417964	46615675	-	7673	1033	1061	1039	1142	1108	1575	994	1719	1063	1708	1134	1614
ENSG00000110514.14	MADD	protein_coding	chr11	47290712	47351582	+	8353	3906	2947	3659	2828	4050	3634	3710	3288	3815	3006	4376	3494
ENSG00000110536.9	PTPMT1	protein_coding	chr11	47586982	47595013	+	2740	175	226	183	223	136	202	120	254	107	262	127	193
ENSG00000110583.8	NAA40	protein_coding	chr11	63706431	63724800	+	5321	2054	1357	2100	1228	1313	1075	1756	851	1828	884	1580	886
ENSG00000110619.12	CARS	protein_coding	chr11	3022152	3078843	-	10037	2536	6125	2346	6141	2538	6108	2148	8727	2417	8449	3201	6921
ENSG00000110628.9	SLC22A18	protein_coding	chr11	2920951	2946476	+	5316	117	24	106	43	109	73	109	6	108	8	82	10
ENSG00000110651.7	CD81	protein_coding	chr11	2397407	2418649	+	7394	6678	5319	6379	5217	4334	4298	6763	4784	6846	5197	4781	3494
ENSG00000110660.10	SLC35F2	protein_coding	chr11	107661717	107799019	-	3717	890	2597	943	2715	704	2554	578	4331	682	4438	1030	3342
ENSG00000110665.7	C11orf21	protein_coding	chr11	2316875	2324279	-	4199	1272	195	1138	168	223	104	578	18	683	21	101	6
ENSG00000110680.8	CALCA	protein_coding	chr11	14988214	14993900	-	2128	3	2	4	1	0	4	3	4	7	5	2	1
ENSG00000110693.11	SOX6	protein_coding	chr11	15987995	16761138	-	19632	15	10	17	18	8	10	31	15	30	14	21	21
ENSG00000110696.5	C11orf58	protein_coding	chr11	16634679	16778428	+	8675	3811	3954	3763	3899	3430	4771	3512	4966	3807	4932	4016	5193
