gene	gene_name	gene_type	chr	start	end	strand	length	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12
ENSG00000148834.8	GSTO1	protein_coding	chr10	105995114	106027217	+	1691	25.572	17.673	23.279	15.426	34.132	26.427	19.998	11.272	19.162	10.872	24.018	22.594
ENSG00000148835.9	TAF5	protein_coding	chr10	105127724	105148822	+	3268	4.825	3.54	4.379	3.181	4.701	3.937	4.865	4.293	4.562	3.734	6.785	6.03
ENSG00000148840.6	PPRC1	protein_coding	chr10	103892787	103910082	+	6053	16.984	58.241	16.586	62.666	12.462	48.049	13.112	88.314	14.073	90.055	19.278	57.381
ENSG00000148841.11	ITPRIP	protein_coding	chr10	106071894	106098162	-	4588	6.762	3.328	6.389	3.129	8.698	6.054	9.107	3.222	8.296	3	10.026	6.844
ENSG00000148842.13	CNNM2	protein_coding	chr10	104678050	104849978	+	16324	0.585	0.224	0.651	0.206	1.173	0.576	1.013	0.218	0.943	0.161	1.26	0.612
ENSG00000148843.9	PDCD11	protein_coding	chr10	105156405	105206049	+	7382	19.551	44.041	19.027	45.28	13.893	36.544	15.246	49.849	15.275	51.31	16.181	36.061
ENSG00000148848.10	ADAM12	protein_coding	chr10	127700950	128077024	-	9860	0.334	0.246	0.421	0.266	0.318	0.296	0.189	0.144	0.239	0.127	0.072	0.14
ENSG00000148908.10	RGS10	protein_coding	chr10	121259340	121302220	-	1252	47.951	62.804	51.278	56.179	191.915	135.903	21.595	40.122	21.094	40.836	33.79	33.601
ENSG00000148925.6	BTBD10	protein_coding	chr11	13409548	13484844	-	3495	5.652	6.787	5.699	6.235	7.419	8.083	5.445	5.364	5.67	5.707	7.267	8.285
ENSG00000148926.5	ADM	protein_coding	chr11	10326227	10328944	+	2718	0.969	0.254	1.608	0.395	12.578	4.895	6.272	0.787	6.533	0.517	6.48	6.585
ENSG00000148935.6	GAS2	protein_coding	chr11	22647188	22834601	+	3529	0.384	0.164	0.279	0.178	0.366	0.207	0.517	0.116	0.594	0.177	0.234	0.161
ENSG00000148943.7	LIN7C	protein_coding	chr11	27516123	27528320	-	4688	7.968	11.38	7.566	11.476	7.174	8.592	9.26	12.587	9.525	12.57	10.391	11.264
ENSG00000148950.5	IMMP1L	protein_coding	chr11	31453948	31531192	-	2854	2.705	3.317	2.577	3.332	2.295	3.014	1.931	2.821	1.851	2.603	1.942	2.26
ENSG00000148985.15	PGAP2	protein_coding	chr11	3818954	3847601	+	3781	7.179	9.074	7.859	8.797	8.432	9.139	5.421	5.316	5.727	5.779	6.374	5.296
ENSG00000149016.11	TUT1	protein_coding	chr11	62342517	62359649	-	4082	5.852	6.717	5.665	7.759	5.301	5.733	4.875	4.986	4.901	5.49	4.065	4.671
ENSG00000149043.12	SYT8	protein_coding	chr11	1848709	1858751	+	4854	0.03	0.015	0.015	0.038	0	0.015	0	0.006	0.008	0.006	0	0
ENSG00000149050.5	ZNF214	protein_coding	chr11	7020549	7041599	-	2949	0.087	0.012	0.111	0	0.078	0.025	0.067	0.021	0.051	0.011	0.107	0
ENSG00000149054.10	ZNF215	protein_coding	chr11	6947635	7005863	+	4025	1.763	0.424	1.773	0.248	0.378	0.245	1.261	0.133	1.471	0.194	0.811	0.387
ENSG00000149084.7	HSD17B12	protein_coding	chr11	43577986	43878167	+	8600	4.56	4.428	4.687	4.5	4.158	5.544	3.96	4.978	3.968	4.7	4.896	6.532
ENSG00000149089.8	APIP	protein_coding	chr11	34874641	34938046	-	5432	2.795	3.459	2.702	2.902	2.506	2.731	1.971	3.787	1.876	3.528	2.287	2.46
ENSG00000149091.11	DGKZ	protein_coding	chr11	46354455	46402104	+	10849	6.461	6.653	6.163	6.831	6.766	6.83	3.585	5.813	3.681	5.907	4.345	5.162
ENSG00000149100.8	EIF3M	protein_coding	chr11	32605344	32627808	+	7428	23.936	45.687	24.287	41.971	26.615	39.11	19.406	46.178	20.748	48.467	26.254	40.885
ENSG00000149115.9	TNKS1BP1	protein_coding	chr11	57067112	57092426	-	7149	3.408	8.33	3.189	9.233	3.033	7.393	3.022	11.022	2.814	11.771	3.069	6.598
ENSG00000149131.11	SERPING1	protein_coding	chr11	57364860	57382326	+	3603	0.051	0.06	0.02	0.041	0.077	0.03	0	0.017	0	0.009	0	0
ENSG00000149136.3	SSRP1	protein_coding	chr11	57093459	57103351	-	6323	37.655	73.248	36.151	69.254	30.865	57.734	29.054	84.811	29.107	83.357	32.95	64.801
ENSG00000149150.4	SLC43A1	protein_coding	chr11	57252007	57283259	-	3534	4.4	10.447	4.111	11.684	4.843	6.436	2.872	16.315	2.756	15.757	4.695	8.213
ENSG00000149177.8	PTPRJ	protein_coding	chr11	48002113	48189670	+	6880	4.748	2.056	5.473	2.2	8.295	5.107	5.059	0.988	5.271	0.935	1.8	1.339
ENSG00000149179.9	C11orf49	protein_coding	chr11	46958240	47185936	+	5671	2.49	2.328	2.588	1.99	3.759	2.667	2.482	1.342	2.464	1.337	2.967	2.056
ENSG00000149182.10	ARFGAP2	protein_coding	chr11	47185848	47198676	-	5920	30.676	28.996	29.526	27.475	29.895	29.524	24.295	24.855	24.85	25.028	27.117	26.024
ENSG00000149187.13	CELF1	protein_coding	chr11	47487496	47587121	-	10441	29.005	34.018	30.322	35.596	25.85	25.848	38.915	46.107	39.61	46.271	34.93	33.031
ENSG00000149196.11	C11orf73	protein_coding	chr11	86013253	86056969	+	3417	8.105	8.916	8.078	9.561	8.128	9.131	6.068	6.784	6.15	6.942	7.157	7.25
ENSG00000149201.5	CCDC81	protein_coding	chr11	86085778	86134151	+	4544	0.201	0.2	0.144	0.212	0.183	0.16	0.07	0.18	0.041	0.11	0.234	0.148
ENSG00000149212.6	SESN3	protein_coding	chr11	94898704	94965705	-	10370	32.4	5.19	33.22	4.938	88.433	14.447	66.802	4.799	67.917	4.957	127.296	25.366
ENSG00000149218.4	ENDOD1	protein_coding	chr11	94822974	94865809	+	4687	5.557	6.307	5.617	6.481	6.526	11.673	6.767	3.765	6.514	4.129	8.279	10.828
ENSG00000149231.7	CCDC82	protein_coding	chr11	96085933	96123087	-	6985	9.339	7.435	9.337	7.072	11.262	9.346	9.467	8.515	10.168	8.262	12.766	12.33
ENSG00000149243.11	KLHL35	protein_coding	chr11	75133438	75141674	-	3101	0.33	1.041	0.399	0.955	0.491	0.823	0.153	0.497	0.145	0.654	0.241	0.423
ENSG00000149256.10	TENM4	protein_coding	chr11	78363876	79151992	-	16330	0.031	0.007	0.038	0.009	0.025	0.016	0.194	0.023	0.186	0.029	0.169	0.052
ENSG00000149257.9	SERPINH1	protein_coding	chr11	75273101	75283828	+	4914	2.226	2.443	2.127	2.402	1.709	1.958	2.138	1.613	2.096	1.925	1.464	2.063
ENSG00000149260.10	CAPN5	protein_coding	chr11	76777979	76837201	+	6166	0.356	0.147	0.343	0.156	1.122	0.337	0.283	0.036	0.176	0.03	0.414	0.098
ENSG00000149262.12	INTS4	protein_coding	chr11	77589766	77705724	-	6074	7.348	6.819	7.53	6.993	8.674	8.407	7.813	6.214	7.53	5.838	8.376	7.912
ENSG00000149269.5	PAK1	protein_coding	chr11	77032752	77185680	-	6299	5.43	4.359	5.423	4.047	5.01	5.37	4.733	3.471	4.847	3.345	5.087	5.418
ENSG00000149273.10	RPS3	protein_coding	chr11	75110530	75133324	+	5894	208.363	183.817	204.987	180.365	226.752	183.396	202.497	165.329	185.519	166.313	174.504	135.277
ENSG00000149289.6	ZC3H12C	protein_coding	chr11	109964087	110042566	+	9719	0.937	0.549	0.869	0.457	0.261	0.694	0.253	0.566	0.293	0.575	0.259	0.864
ENSG00000149292.12	TTC12	protein_coding	chr11	113185251	113254266	+	5302	3.45	1.676	3.984	1.835	4.186	2.798	6.714	1.798	6.677	1.69	4.805	2.881
ENSG00000149294.12	NCAM1	protein_coding	chr11	112831997	113149158	+	12768	0.103	0.398	0.114	0.249	0.072	0.1	0.028	0.042	0.029	0.015	0.009	0.011
ENSG00000149308.12	NPAT	protein_coding	chr11	108027942	108093369	-	7534	11.256	5.839	10.798	6.095	15.371	9.589	13.597	7.411	12.923	6.504	12.916	10.472
ENSG00000149311.13	ATM	protein_coding	chr11	108093211	108239829	+	22317	26.711	5.699	28.714	5.065	23.02	8.83	41.008	3.213	43.465	2.966	22.487	7.385
ENSG00000149313.6	AASDHPPT	protein_coding	chr11	105946228	105969437	+	6183	6.875	10.277	6.779	9.287	8.82	11.82	8.098	12.281	8.125	12.954	9.678	12.651
ENSG00000149328.10	GLB1L2	protein_coding	chr11	134201768	134248235	+	7280	0.442	2.162	0.375	2.338	0.152	1.051	0.261	4.018	0.319	3.953	0.572	1.801
ENSG00000149346.10	SLX4IP	protein_coding	chr20	10415951	10617477	+	1837	1.892	1.086	2.101	1.37	2.361	1.825	2.395	1.01	2.896	1.155	2.162	1.408
ENSG00000149357.5	LAMTOR1	protein_coding	chr11	71796941	71814433	-	2778	25.878	27.247	26.204	28.329	35.125	38.143	24.76	27.729	24.502	27.168	26.862	32.762
ENSG00000149380.7	P4HA3	protein_coding	chr11	73946846	74022702	-	4009	0.027	0.027	0.018	0.046	0.035	0.027	0.069	0.031	0.047	0.055	0.029	0.018
ENSG00000149403.7	GRIK4	protein_coding	chr11	120382468	120859613	+	7421	1.459	0.142	1.114	0.165	0.081	0.054	0.102	0.068	0.111	0.063	0.058	0.043
ENSG00000149418.6	ST14	protein_coding	chr11	130029457	130080271	+	4350	16.93	5.92	17.697	6.592	13.82	6.67	11.729	2.039	10.627	2.031	7.339	2.843
ENSG00000149428.14	HYOU1	protein_coding	chr11	118914900	118927913	-	7694	20.589	50.754	21.762	51.575	23.992	60.943	14.937	60.288	15.444	61.323	52.409	78.4
ENSG00000149474.9	CSRP2BP	protein_coding	chr20	18118762	18169031	+	4251	5.783	8.011	5.508	7.929	6.11	6.585	6.584	9.264	6.407	9.23	5.115	6.87
ENSG00000149476.10	DAK	protein_coding	chr11	61100682	61120767	+	8136	5.265	4.052	5.205	4.029	5.427	4.892	3.932	2.517	3.863	2.697	3.735	3.08
ENSG00000149480.2	MTA2	protein_coding	chr11	62360686	62369312	-	4236	51.594	71.142	50.308	69.492	45.428	61.904	40.327	74.262	40.026	71.792	44.969	60.767
ENSG00000149483.7	TMEM138	protein_coding	chr11	61129473	61136981	+	6348	12.062	12.661	10.446	11.686	6.73	9.962	7.919	9.826	8.976	10.163	7.575	9.407
ENSG00000149485.12	FADS1	protein_coding	chr11	61567099	61596790	-	10228	1.738	0.72	1.606	0.673	0.699	0.852	1.523	0.747	1.183	0.711	1.222	1.015
ENSG00000149488.11	TMC2	protein_coding	chr20	2517253	2622430	+	4826	0.061	0.045	0.023	0.061	0.057	0.053	0.049	0.078	0.008	0.078	0.024	0.015
ENSG00000149489.4	ROM1	protein_coding	chr11	62379194	62382592	+	2495	1.305	1.061	1.241	1.572	1.424	1.183	0.731	0.668	0.751	0.838	0.93	1.051
ENSG00000149499.7	EML3	protein_coding	chr11	62369690	62380237	-	5490	29.294	27.02	29.298	26.708	32.203	25.29	18.717	11.384	18.744	12.087	20.84	14.209
ENSG00000149503.8	INCENP	protein_coding	chr11	61891445	61920635	+	4473	7.353	4.549	7.482	3.739	6.993	5.003	7.826	3.762	7.537	3.691	7.181	5.174
ENSG00000149506.6	ZP1	protein_coding	chr11	60635035	60643166	+	2436	0.075	0.045	0	0.091	0.019	0.06	0.016	0.181	0.062	0.115	0.016	0.087
ENSG00000149516.9	MS4A3	protein_coding	chr11	59824060	59838601	+	2095	0.07	0.173	0.07	0.088	0.022	0.035	0	0	0	0	0	0
ENSG00000149527.13	PLCH2	protein_coding	chr1	2357419	2436969	+	10781	1.351	0.286	1.344	0.285	1.502	0.68	0.824	0.114	0.862	0.165	0.496	0.164
ENSG00000149531.10	FRG1B	protein_coding	chr20	29611857	29634010	+	1770	7.999	4.098	9.279	3.804	10.061	5.128	10.661	3.234	10.074	3.897	9.374	4.585
ENSG00000149532.11	CPSF7	protein_coding	chr11	61170121	61197503	-	6019	47.452	50.489	45.666	50.72	37.329	42.633	44.189	60.275	46.697	61.031	42.322	46.817
ENSG00000149541.5	B3GAT3	protein_coding	chr11	62382768	62389647	-	2428	22.315	24.348	22.932	26.241	20.085	20.657	14.466	15.209	15.043	15.195	15.481	14.101
ENSG00000149547.10	EI24	protein_coding	chr11	125439112	125454575	+	3551	13.733	26.29	13.301	24.746	11.07	23.034	10.584	28.567	9.368	28.594	12.257	23.375
ENSG00000149548.10	CCDC15	protein_coding	chr11	124824017	124911385	+	4823	0.569	0.293	0.544	0.269	1.004	0.408	0.748	0.15	0.59	0.155	0.799	0.309
ENSG00000149554.8	CHEK1	protein_coding	chr11	125495036	125546150	+	6550	3.39	5.089	3.291	3.378	0.916	1.597	1.658	1.762	1.413	2.054	0.894	1.493
ENSG00000149557.8	FEZ1	protein_coding	chr11	125315646	125366213	-	5932	0.654	2.348	0.571	2.108	0.093	2.224	0.114	1.919	0.133	2.084	0.152	1.135
ENSG00000149564.7	ESAM	protein_coding	chr11	124622026	124632186	-	3373	1.247	0.613	1.285	0.823	1.094	1.189	2.127	2.052	2.577	2.147	2.296	2.207
ENSG00000149573.4	MPZL2	protein_coding	chr11	118124118	118135251	-	4753	0.239	0.214	0.23	0.202	5.853	3.213	0.083	0.02	0.11	0.053	0.703	0.06
ENSG00000149577.11	SIDT2	protein_coding	chr11	117049449	117068160	+	9061	21.714	4.503	21.831	4.406	15.993	5.684	34.591	3.572	36.312	3.479	20.997	5.437
ENSG00000149582.11	TMEM25	protein_coding	chr11	118401756	118417995	+	5529	2.369	1.673	2.905	1.546	2.72	2.057	2.237	1.206	2.365	1.332	2.034	1.359
ENSG00000149591.12	TAGLN	protein_coding	chr11	117070037	117075498	+	3917	17.503	4.426	17.404	4.411	10.554	4.011	19.038	2.634	19.223	2.55	10.569	2.859
ENSG00000149596.6	JPH2	protein_coding	chr20	42740335	42816218	-	5943	0	0	0.018	0.006	0	0	0	0.005	0.006	0	0.007	0.006
ENSG00000149599.11	DUSP15	protein_coding	chr20	30435440	30458550	-	3791	0.444	0.45	0.49	0.449	0.11	0.221	0.241	0.241	0.178	0.156	0.073	0.103
ENSG00000149600.7	COMMD7	protein_coding	chr20	31290493	31331803	-	2584	13.719	16.927	13.473	15.693	20.943	16.829	10.018	13.451	10.902	13.287	13.45	13.592
ENSG00000149609.5	C20orf144	protein_coding	chr20	32250090	32253425	+	2442	0.075	0.059	0.119	0.061	0.019	0.045	0.032	0	0.046	0.038	0.048	0.015
ENSG00000149634.4	SPATA25	protein_coding	chr20	44515128	44516274	-	757	1.015	1.294	1.251	2.542	1.341	0.915	1.1	3.49	0.841	3.464	1.87	1.498
ENSG00000149635.2	OCSTAMP	protein_coding	chr20	45169585	45179213	-	2043	0.018	0.16	0.018	0.091	0.023	0	0.019	0.031	0	0	0.058	0
ENSG00000149636.11	DSN1	protein_coding	chr20	35380194	35402221	-	2739	13.891	7.495	12.045	5.701	12.936	5.456	10.436	2.745	11.311	2.256	11.455	4.723
ENSG00000149639.10	SOGA1	protein_coding	chr20	35405845	35492089	-	15128	4.208	1.599	4.552	1.629	3.391	2.429	6.986	1.74	6.872	1.613	5.609	3.233
ENSG00000149646.8	CNBD2	protein_coding	chr20	34556512	34618622	+	4146	0.018	0.035	0.053	0.045	0.022	0.053	0.048	0.015	0.036	0.045	0.057	0.06
ENSG00000149656.4	LINC00266-1	processed_transcript	chr20	62921738	62944485	+	1438	0.076	0	0.051	0	0.064	0	0.083	0	0.052	0	0.027	0
ENSG00000149657.15	LSM14B	protein_coding	chr20	60697517	60710434	+	3381	22.052	16.016	20.712	18.166	27.21	20.818	22.818	14.187	22.381	14.873	22.792	18.302
ENSG00000149658.13	YTHDF1	protein_coding	chr20	61826781	61847586	-	3457	25.621	36.394	23.901	36.818	25.183	31.547	25.24	49.597	24.577	50.472	28.478	36.774
ENSG00000149679.7	CABLES2	protein_coding	chr20	60963688	60982341	-	3785	4.272	5.146	3.973	4.565	4.547	3.737	4.022	4.67	3.771	5.344	4.581	4.186
ENSG00000149716.8	ORAOV1	protein_coding	chr11	69467844	69490184	-	7873	5.92	6.026	6.346	6.692	5.438	5.903	6.617	6.456	6.595	6.906	6.532	6.208
ENSG00000149735.2	GPHA2	protein_coding	chr11	64701943	64703360	-	926	0.395	0.235	0.354	0.28	0.149	0.315	0.856	0.204	0.445	0.27	0.17	0.077
ENSG00000149743.9	TRPT1	protein_coding	chr11	63991271	63993726	-	2210	18.838	9.863	17.483	9.878	14.613	9.682	17.059	4.441	16.442	4.943	13.343	7.281
ENSG00000149761.4	NUDT22	protein_coding	chr11	63993413	63998158	+	3721	10.333	5.946	9.121	5.857	7.96	6.152	8.342	2.959	8.064	3.095	7.037	4.524
ENSG00000149781.8	FERMT3	protein_coding	chr11	63974150	63991354	+	3062	84.71	62.86	76.577	62.339	80.806	96.423	61.304	56.56	58.956	50.989	66.846	75.501
ENSG00000149782.7	PLCB3	protein_coding	chr11	64018995	64036622	+	4964	4.621	2.353	4.556	2.549	7.621	4.222	3.993	0.83	3.192	0.868	6.36	3.084
ENSG00000149792.4	MRPL49	protein_coding	chr11	64889655	64894843	+	3080	22.057	22.809	21.258	22.14	25.03	28.758	21.637	24.908	21.795	22.194	26.794	30.068
ENSG00000149798.3	CDC42EP2	protein_coding	chr11	65082289	65089900	+	2452	0.388	0.651	0.238	1.026	0.376	1.189	0.194	0.911	0.382	0.624	0.465	1.243
ENSG00000149806.6	FAU	protein_coding	chr11	64888100	64889945	-	1846	174.934	156.509	166.158	154.553	167.95	156.839	173.523	151.171	157.109	155.271	140.697	130.726
ENSG00000149809.10	TM7SF2	protein_coding	chr11	64879317	64883856	+	3408	5.056	3.001	4.883	3.257	5.51	3.583	3.269	1.68	3.111	1.566	3.934	1.778
ENSG00000149823.3	VPS51	protein_coding	chr11	64856796	64879332	+	4878	32.317	18.595	30.921	20.502	41.351	26.46	36.361	20.66	32.869	20.284	37.866	21.971
ENSG00000149922.6	TBX6	protein_coding	chr16	30097114	30103208	-	3066	1.372	0.39	1.2	0.531	0.813	0.333	1.228	0.256	1.185	0.214	0.564	0.277
ENSG00000149923.9	PPP4C	protein_coding	chr16	30087299	30096698	+	2734	36.276	35.645	33.618	36.526	36.585	39.01	27.638	34.791	25.746	35.3	30.602	33.432
ENSG00000149925.12	ALDOA	protein_coding	chr16	30064411	30081778	+	6153	96.63	97.347	99.132	102.634	92.153	113.99	102.869	81.496	98.8	80.932	68.582	83.952
ENSG00000149926.9	FAM57B	protein_coding	chr16	30035748	30064299	-	4920	0.037	0.007	0.044	0.008	0	0	0.008	0	0.015	0	0	0
ENSG00000149927.13	DOC2A	protein_coding	chr16	30016830	30034591	-	6426	0.125	0.023	0.091	0.006	0.014	0.006	0.062	0.02	0.058	0.01	0.031	0.028
ENSG00000149929.11	HIRIP3	protein_coding	chr16	30003645	30007757	-	3928	5.178	4.783	4.533	4.597	4.733	4.575	4.098	4.789	4.11	3.902	4.154	4.178
ENSG00000149930.13	TAOK2	protein_coding	chr16	29984962	30003582	+	9058	10.239	6.983	10.412	6.744	11.919	8.857	12.312	6.452	12.171	6.52	12.488	8.029
ENSG00000149932.12	TMEM219	protein_coding	chr16	29952206	29984373	+	2428	21.938	8.305	21.102	7.894	27.876	14.502	20.116	3.459	19.363	3.008	21.569	8.495
ENSG00000149970.10	CNKSR2	protein_coding	chrX	21392536	21672813	+	7160	2.177	1.059	2.217	0.858	1.224	0.876	2.447	0.817	2.71	0.715	1.905	1.193
ENSG00000150045.7	KLRF1	protein_coding	chr12	9980077	9997606	+	1263	3.534	3.36	3.402	2.256	1.863	0.952	0.942	0.1	0.86	0.198	0.218	0.168
ENSG00000150051.9	MKX	protein_coding	chr10	27961804	28034989	-	4106	0	0.035	0	0.09	0.056	0.08	0	0.054	0.018	0.076	0.019	0.078
ENSG00000150054.14	MPP7	protein_coding	chr10	28339922	28623415	-	6577	1.09	0.54	1.069	0.658	4.433	1.906	0.826	0.23	0.86	0.199	2.576	0.754
ENSG00000150076.18	C10orf68	protein_coding	chr10	32832297	33171802	+	3490	0.178	0.073	0.355	0.074	0.397	0.209	0.182	0.027	0.365	0.027	0.27	0.091
ENSG00000150093.14	ITGB1	protein_coding	chr10	33189247	33294720	-	6127	10.27	4.978	10.912	5.707	17.025	8.537	18.628	7.932	18.458	7.708	14.573	9.938
ENSG00000150281.6	CTF1	protein_coding	chr16	30907928	30914881	+	1664	0.418	0.087	0.394	0.044	0.166	0.11	0.5	0.17	0.63	0.169	0.496	0.106
ENSG00000150316.7	CWC15	protein_coding	chr11	94695787	94706776	-	2989	20.171	26.986	19.578	25.054	20.406	25.487	18.277	24.056	16.907	25.334	20.02	23.643
ENSG00000150337.9	FCGR1A	protein_coding	chr1	149754227	149764074	+	2998	0.037	0.109	0.012	0.099	0.015	0.012	0.013	0	0	0.021	0	0
ENSG00000150347.10	ARID5B	protein_coding	chr10	63661059	63856703	+	8164	23.58	23.861	23.85	25.008	30.771	22.565	36.861	25.421	36.089	26.415	45.611	28.422
ENSG00000150401.10	DCUN1D2	protein_coding	chr13	114110134	114145267	-	4346	6.263	4.857	6.025	4.597	6.104	4.579	5.482	3.684	5.31	3.117	7.31	4.828
ENSG00000150403.13	TMCO3	protein_coding	chr13	114145310	114204542	+	3682	6.747	4.177	6.666	4.06	16.202	8.613	9.389	4.69	8.994	4.23	19.744	11.387
ENSG00000150433.5	TMEM218	protein_coding	chr11	124966398	124981659	-	5467	4.156	2.733	4.283	2.653	4.262	3.134	3.553	1.904	4.2	1.93	4.869	2.788
ENSG00000150455.9	TIRAP	protein_coding	chr11	126152960	126168740	+	3591	2.679	1.384	3.194	1.309	4.484	2.152	3.952	1.288	3.776	1.026	4.248	2.033
ENSG00000150456.6	N6AMT2	protein_coding	chr13	21302870	21348097	-	1339	4.29	7.124	3.753	6.411	3.204	5.009	2.309	5.779	3.581	6.341	2.466	4.288
ENSG00000150457.7	LATS2	protein_coding	chr13	21547171	21635686	-	5739	1.23	0.695	1.231	0.799	2.122	2.001	1.25	0.751	1.149	0.647	2.761	2.55
ENSG00000150459.8	SAP18	protein_coding	chr13	21714653	21723221	+	3394	28.705	38.438	29.581	38.199	32.366	40.113	22.906	37.33	22.77	37.182	30.64	37.519
ENSG00000150477.10	KIAA1328	protein_coding	chr18	34409069	34812135	+	11127	0.865	0.528	0.92	0.492	0.991	0.613	1.154	0.334	1.256	0.37	0.88	0.526
ENSG00000150510.11	FAM124A	protein_coding	chr13	51796503	51858377	+	5288	0.042	0.062	0.069	0.063	0.079	0.055	0.067	0.048	0.028	0.083	0.045	0.02
ENSG00000150527.12	CTAGE5	protein_coding	chr14	39734488	39856156	+	6108	0.323	0.148	0.352	0.254	0.408	0.322	0.286	0.319	0.251	0.327	0.476	0.528
ENSG00000150540.9	HNMT	protein_coding	chr2	138721590	138773930	+	4752	0.115	0.046	0.13	0.023	0.019	0.015	0.025	0.026	0.047	0.007	0.017	0
ENSG00000150556.12	LYPD6B	protein_coding	chr2	149894621	150071776	+	3771	0.291	0.038	0.203	0.039	0.196	0.019	0.357	0.067	0.219	0.025	0.209	0.038
ENSG00000150593.11	PDCD4	protein_coding	chr10	112631565	112659764	+	4535	46.886	28.879	46.075	31.468	73.92	50.428	48.858	50.556	47.572	47.649	61.086	58.003
ENSG00000150594.5	ADRA2A	protein_coding	chr10	112836790	112840658	+	3869	0.019	0.009	0.056	0.01	0.024	0.028	0.02	0	0	0.016	0	0
ENSG00000150625.12	GPM6A	protein_coding	chr4	176554085	176923815	-	7040	0.005	0.005	0	0	0	0.005	0.22	0.04	0.165	0.031	0.039	0.01
ENSG00000150627.11	WDR17	protein_coding	chr4	176986985	177103978	+	7817	1.067	1.735	1.085	1.505	1.175	1.562	0.588	0.692	0.757	0.839	0.694	0.739
ENSG00000150636.11	CCDC102B	protein_coding	chr18	66382446	66722426	+	5844	0.382	0.18	0.436	0.165	0.387	0.218	0.278	0.038	0.25	0.059	0.182	0.152
ENSG00000150637.4	CD226	protein_coding	chr18	67498394	67629039	-	3957	1.322	5.509	1.279	3.927	1.9	3.602	0.571	2.798	0.54	2.926	0.626	0.967
ENSG00000150656.10	CNDP1	protein_coding	chr18	72201675	72254448	+	7177	0.056	0.091	0.061	0.062	0.058	0.071	0.011	0.035	0.021	0.052	0.06	0.044
ENSG00000150667.6	FSIP1	protein_coding	chr15	39892232	40075031	-	2951	0.149	0.209	0.173	0.276	0.281	0.21	0.148	0.288	0.178	0.212	0.306	0.228
ENSG00000150672.12	DLG2	protein_coding	chr11	83166055	85338966	-	16089	0.045	0.025	0.045	0.009	0.049	0.032	0.121	0.02	0.091	0.016	0.086	0.035
ENSG00000150681.5	RGS18	protein_coding	chr1	192127587	192154945	+	2806	0.104	0.116	0.13	0.145	0.148	0.13	0.014	0	0	0	0	0
ENSG00000150687.7	PRSS23	protein_coding	chr11	86502101	86663952	+	11725	0.028	0.037	0.025	0.019	0.114	0.068	0.003	0.008	0	0	0	0
ENSG00000150712.6	MTMR12	protein_coding	chr5	32227100	32313115	-	5545	10.49	9.556	10.192	9.662	10.101	10.84	11.096	10.959	11.397	10.65	11.033	10.559
ENSG00000150722.6	PPP1R1C	protein_coding	chr2	182818968	182996125	+	4931	0.007	0	0.015	0	0	0.007	0.008	0.006	0	0	0.016	0.007
ENSG00000150750.6	C11orf53	protein_coding	chr11	111126707	111157126	+	1205	0.091	0.181	0.121	0.184	0.191	0.333	0.066	0.052	0	0.207	0.163	0.206
ENSG00000150753.7	CCT5	protein_coding	chr5	10250033	10266524	+	5839	27.982	65.624	27.466	61.174	20.33	55.047	19.798	83.664	20.652	85.364	25.284	65.833
ENSG00000150756.9	FAM173B	protein_coding	chr5	10226442	10250009	-	2462	4.577	5.333	5.236	5.034	5.378	5.508	3.704	3.335	3.363	3.322	3.577	4.419
ENSG00000150760.8	DOCK1	protein_coding	chr10	128593978	129250781	+	8079	0.059	0.045	0.054	0.055	0.086	0.023	0.015	0.004	0.019	0.012	0	0
ENSG00000150764.9	DIXDC1	protein_coding	chr11	111797868	111893308	+	8509	0.138	0.115	0.235	0.096	0.515	0.227	0.093	0.048	0.11	0.077	0.12	0.058
ENSG00000150768.11	DLAT	protein_coding	chr11	111895538	111935114	+	4831	11.155	14.737	10.794	13.74	8.681	11.159	8.854	15.359	8.39	16.068	9.97	12.978
ENSG00000150773.6	PIH1D2	protein_coding	chr11	111934734	111944998	-	2474	0.104	0.191	0.074	0.12	0.242	0.192	0.096	0.051	0.106	0.063	0.191	0.158
ENSG00000150776.13	C11orf57	protein_coding	chr11	111944810	111955874	+	5755	8.785	11.331	8.637	10.852	10.654	11.356	8.845	15.129	8.957	16.092	11.081	13.912
